,rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
1802,8177,2750,0,1,500,1,5,25,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
1803,1783,3300,0,1,713,1,5,76,0,0,0,1,1,1,0,0,Financial District,Manhattan
1804,1811,7950,2,2,2000,6,5,113,0,1,0,1,1,0,0,1,Flatiron,Manhattan
1805,8065,4120,1,1,722,8,12,16,1,0,1,0,0,1,0,0,Midtown East,Manhattan
1806,1393,3800,1,1,720,1,20,29,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
1807,1270,2950,2,2,966,2,4,4,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
1808,166,2835,0,1,493,10,12,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1809,6372,15000,2,2,2010,9,83,15,0,1,0,1,1,0,1,1,Midtown East,Manhattan
1810,2890,3250,1,1,775,4,5,106,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1811,724,7500,3,2,1051,4,26,47,0,1,1,0,1,0,0,1,Upper West Side,Manhattan
1812,8061,2845,0,1,446,4,4,18,1,1,0,0,0,1,0,0,Upper West Side,Manhattan
1813,7058,5800,2,1,1100,5,19,57,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1814,4621,4855,1,1,941,7,25,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1815,5667,3805,1,1,634,7,24,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1816,5966,3150,3,1,900,5,3,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1817,10165,6900,2,2,1413,5,19,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1818,2631,4850,2,2,845,3,20,38,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1819,809,2450,1,1,575,5,2,116,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1820,1584,4875,1,1,796,2,20,38,0,0,0,0,0,0,1,0,Midtown West,Manhattan
1821,1195,9000,2,2,1599,2,29,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1822,10073,3500,1,1,940,2,5,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
1823,8160,3400,1,1,709,4,3,116,0,0,0,1,1,0,0,0,Financial District,Manhattan
1824,3558,3600,2,1,900,1,6,87,0,1,1,1,1,1,0,0,Financial District,Manhattan
1825,3971,3200,1,1,610,1,6,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
1826,6,4000,1,1,830,1,8,88,0,1,0,1,1,0,0,1,Financial District,Manhattan
1827,10502,3060,0,1,404,12,20,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1828,10920,2650,0,1,435,2,18,25,1,1,1,1,1,1,0,1,Upper East Side,Manhattan
1829,2228,3500,3,2,1800,5,5,101,1,0,1,1,1,0,0,0,Washington Heights,Manhattan
1830,722,3577,1,1,587,3,3,96,0,0,0,0,0,0,0,0,East Village,Manhattan
1831,1200,2755,0,1,415,4,14,18,1,0,1,0,0,0,0,0,Upper West Side,Manhattan
1832,6477,3525,1,0,950,5,4,81,0,0,1,1,1,1,0,0,Upper East Side,Manhattan
1833,2416,8500,2,2,2100,1,6,104,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1834,4847,3400,1,1,625,5,2,57,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1835,7106,12500,2,3,1572,4,6,9,0,0,1,0,0,0,1,0,Upper West Side,Manhattan
1836,5531,2934,0,1,560,3,5,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
1837,6416,2925,0,1,461,5,12,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1838,1134,6500,1,1,1005,4,3,115,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1839,3134,5400,3,2,1095,9,15,15,1,0,1,1,0,1,1,1,Midtown East,Manhattan
1840,1431,3500,1,1,675,6,1,92,0,0,1,0,0,1,0,0,Upper East Side,Manhattan
1841,5612,4600,1,1,800,1,2,108,0,0,1,1,1,0,0,1,Upper West Side,Manhattan
1842,3816,3500,1,1,785,10,6,6,0,0,0,0,0,0,0,0,East Village,Manhattan
1843,8146,2500,1,1,700,5,4,106,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
1844,6533,1850,1,1,650,3,1,89,0,0,0,0,0,0,0,0,Inwood,Manhattan
1845,8573,2595,0,1,650,4,2,76,0,0,0,0,0,1,0,0,East Village,Manhattan
1846,201,3900,1,1,575,3,14,27,0,0,0,1,1,0,0,0,Chelsea,Manhattan
1847,2320,3850,1,1,748,5,17,9,0,1,1,1,1,0,0,0,Midtown,Manhattan
1848,6528,3325,1,2,640,2,6,120,0,0,0,0,0,0,0,0,Financial District,Manhattan
1849,833,11750,2,3,1702,3,11,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
1850,1477,2585,0,1,400,6,2,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1851,8963,7000,3,2,1675,4,10,56,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
1852,4931,2995,1,1,653,0,6,75,0,0,1,1,1,1,0,1,Upper West Side,Manhattan
1853,8102,2895,0,1,506,2,18,41,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
1854,1790,10000,2,2,1548,3,5,106,0,0,1,0,0,1,0,0,Tribeca,Manhattan
1855,6431,3450,2,1,800,3,12,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1856,4766,18000,4,2,2000,6,36,47,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
1857,10271,3500,1,1,673,3,6,28,0,0,0,1,0,0,0,0,Battery Park City,Manhattan
1858,1444,8000,2,2,1260,3,14,11,0,0,0,1,1,0,0,0,Tribeca,Manhattan
1859,7338,6200,2,2,1033,1,6,9,0,1,1,1,1,0,0,1,East Village,Manhattan
1860,4841,3196,1,1,500,9,6,76,0,0,0,0,0,0,0,0,East Village,Manhattan
1861,9676,5758,2,2,1085,13,12,1,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1862,9194,3150,1,1,730,9,9,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1863,10867,9500,2,2,1856,1,10,107,0,0,0,0,0,0,0,0,Financial District,Manhattan
1864,2402,5500,1,1,890,2,23,11,1,1,0,1,1,0,1,1,Midtown,Manhattan
1865,7064,8500,2,2,1287,2,32,43,0,0,0,0,0,0,0,0,Midtown,Manhattan
1866,6130,2700,0,1,521,3,8,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1867,9153,2300,1,1,600,3,5,77,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1868,1210,4250,2,1,875,1,14,59,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1869,5541,5882,2,2,1079,4,15,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1870,11330,5500,1,2,850,0,7,56,0,0,0,0,0,0,1,0,Upper East Side,Manhattan
1871,2806,3350,1,1,730,8,14,32,1,0,0,1,1,0,0,0,Midtown East,Manhattan
1872,71,6000,1,1,1100,4,14,43,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1873,4278,5750,2,2,1070,2,41,9,0,1,0,1,1,0,0,1,Midtown West,Manhattan
1874,4994,2300,1,1,500,2,4,116,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1875,11299,3898,1,2,1201,11,5,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
1876,728,3250,1,1,600,2,10,89,0,1,1,1,1,1,0,1,Midtown,Manhattan
1877,2058,6200,2,2,1050,2,3,25,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1878,13,3700,1,1,700,10,37,13,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1879,830,16500,3,3,2013,2,9,92,0,1,1,1,1,0,0,1,Upper West Side,Manhattan
1880,7790,3200,2,2,1001,2,4,4,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
1881,10221,5000,1,1,706,3,9,116,0,0,0,1,1,1,0,0,Flatiron,Manhattan
1882,529,1799,0,1,300,2,5,96,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1883,2518,5600,4,2,3000,1,1,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
1884,706,3800,1,1,585,2,32,38,0,0,1,0,0,0,0,0,Midtown West,Manhattan
1885,6597,3250,1,1,650,6,4,53,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1886,5588,4500,1,1,757,2,37,38,0,0,0,0,1,0,0,0,Midtown West,Manhattan
1887,6769,3850,0.5,1,650,3,22,86,0,0,0,1,1,0,0,0,Financial District,Manhattan
1888,5272,6800,2,2,1200,43,36,41,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1889,3084,2650,0,1,650,7,26,49,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1890,2900,3200,1,1,603,3,4,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1891,6545,5792,2,1,935,2,18,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1892,8480,6495,2,2,1031,5,3,37,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1893,9195,1699,1,1,600,2,2,87,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
1894,5289,5000,2,2,1041,10,14,27,0,0,0,0,1,1,0,0,Midtown East,Manhattan
1895,7458,3795,2,1,750,2,6,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
1896,2445,3700,1,1,741,2,25,9,0,0,0,1,1,0,0,0,Midtown West,Manhattan
1897,10256,3400,1,1,535,4,8,43,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1898,7980,5250,1,1,827,2,35,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1899,10386,4040,1,1,825,5,8,17,1,0,1,0,1,1,0,1,Upper West Side,Manhattan
1900,9158,3700,1,1,700,4,9,31,0,0,1,1,1,0,0,1,Chelsea,Manhattan
1901,7207,5350,1,1,917,3,10,103,0,0,0,1,1,0,0,1,Flatiron,Manhattan
1902,10620,2695,1,1,650,2,1,56,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1903,3990,3150,1,1,618,14,28,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1904,3146,7795,1,1,642,3,6,106,0,0,0,0,0,0,0,0,Soho,Manhattan
1905,2072,3600,1,1,672,7,5,7,0,1,1,0,1,0,0,0,Midtown East,Manhattan
1906,5953,12300,2,2,1646,1,12,9,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
1907,6568,15000,2,2,1689,3,27,49,0,1,0,0,1,0,0,0,Upper East Side,Manhattan
1908,266,2500,0,1,400,6,3,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
1909,5976,2650,0.5,1,600,4,4,52,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1910,6665,5605,2,2,971,8,11,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1911,2962,4400,1,1,812,3,7,94,0,1,1,1,1,1,0,1,Midtown South,Manhattan
1912,8530,10995,2,2,1603,4,8,10,1,0,0,1,1,1,0,0,Midtown East,Manhattan
1913,9806,3450,1.5,1,800,9,11,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1914,8883,3675,0,1,619,6,3,8,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
1915,2725,7495,3,2,1600,2,12,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1916,10999,3755,1,1,688,3,11,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
1917,9652,3600,0,1,526,10,3,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1918,6961,5000,2,2,1157,43,4,41,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1919,5909,3995,0,1,424,3,5,2,1,0,0,0,0,0,0,0,East Village,Manhattan
1920,1668,11000,2,2,1297,4,8,58,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
1921,1215,3600,1,1,770,10,9,9,0,0,0,1,1,0,0,0,Gramercy Park,Manhattan
1922,852,15000,3,3,1800,9,24,11,0,0,1,1,1,0,0,1,Upper East Side,Manhattan
1923,1217,3950,1,1,866,12,39,27,0,0,0,1,1,0,0,0,Midtown East,Manhattan
1924,10130,6300,1,2,992,2,9,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1925,1703,4100,1,1,646,1,8,6,0,0,0,0,0,0,0,0,East Village,Manhattan
1926,10715,3000,1,1,750,4,1,66,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1927,87,14500,4,3,2283,5,15,30,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1928,1332,5450,2,2,1227,1,18,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
1929,7561,4900,2,1,568,3,3,106,0,0,0,0,0,0,0,0,Soho,Manhattan
1930,3554,9000,2,2,1578,6,5,104,0,1,0,1,1,0,0,1,Chelsea,Manhattan
1931,3389,3513,0,1,431,2,27,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1932,9863,8195,3,2,1600,6,5,86,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1933,6138,3275,1,1,640,3,3,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1934,1518,4400,1,1,778,2,46,9,0,0,1,0,1,0,0,0,Midtown West,Manhattan
1935,2673,4405,1,1,679,5,10,9,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1936,9886,3200,1,1,585,2,20,38,1,0,1,0,0,0,0,1,Midtown West,Manhattan
1937,831,4700,1,1,747,2,39,6,0,0,0,1,1,1,0,1,Financial District,Manhattan
1938,4282,7000,1,2,1068,1,4,8,0,0,0,0,0,1,0,0,Flatiron,Manhattan
1939,3759,8250,2,2,1322,1,28,29,0,1,1,1,1,0,0,1,Upper East Side,Manhattan
1940,7961,4700,2,2,915,3,3,31,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
1941,9183,2300,2,1,850,7,5,86,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
1942,5848,2300,2,1,750,9,2,101,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1943,7462,2600,0,1,517,2,2,28,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1944,8901,11750,2,2,1706,6,22,8,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
1945,11258,2950,1,1,700,7,15,12,0,1,1,1,1,0,0,1,Roosevelt Island,Manhattan
1946,5414,7495,3,2,1641,4,12,6,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
1947,7082,3350,0,1,721,1,22,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
1948,4648,6600,2,2,1342,2,17,28,0,0,1,0,0,0,0,0,Battery Park City,Manhattan
1949,1003,5425,2,2,1104,2,17,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
1950,11250,3400,1,1,1164,11,2,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
1951,4635,3299,0,1,470,4,18,19,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1952,271,3650,0,1,698,2,9,8,0,1,1,1,1,1,0,1,Financial District,Manhattan
1953,6429,3134,0,1,431,2,10,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1954,6998,2750,2,1,850,1,4,96,0,1,0,1,1,1,0,0,East Harlem,Manhattan
1955,2796,3000,1,1,600,5,2,116,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
1956,9175,2300,0,1,400,9,6,116,0,0,0,0,0,0,0,0,East Village,Manhattan
1957,4038,4850,1,1,754,10,3,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1958,2905,4900,1,1,1200,1,14,88,0,0,0,0,0,0,0,0,Financial District,Manhattan
1959,1665,19000,2,2,1728,2,21,2,0,0,0,0,0,0,0,0,Midtown,Manhattan
1960,2551,2300,1,1,883,3,1,85,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
1961,2665,1949,0,1,400,6,1,96,0,0,0,0,1,0,0,0,East Village,Manhattan
1962,4043,2850,2,1,700,4,8,8,1,0,0,0,0,0,0,0,East Harlem,Manhattan
1963,5305,3800,0,1,516,2,20,0,1,0,0,0,0,0,0,0,Midtown South,Manhattan
1964,4114,2950,1,1,775,4,6,87,0,1,1,1,1,1,0,1,Upper West Side,Manhattan
1965,8145,2300,0,1,350,2,9,107,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
1966,4196,4800,2,2,1053,5,21,56,0,0,0,1,1,1,0,1,Midtown East,Manhattan
1967,4345,3742,1,1,624,12,9,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1968,8372,2900,0,1,497,15,30,43,1,0,0,0,0,0,0,1,Midtown East,Manhattan
1969,7929,4000,1,1,587,3,6,52,1,1,0,0,1,0,0,0,Tribeca,Manhattan
1970,961,4195,1,1,632,2,17,89,1,0,0,0,1,0,0,0,Upper West Side,Manhattan
1971,262,3995,2,1,900,10,1,91,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1972,2465,4405,1,1,586,3,3,16,1,0,0,0,1,0,0,0,Chelsea,Manhattan
1973,752,3295,0,1,670,6,3,113,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
1974,4229,3345,2,1,750,8,5,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1975,667,4495,2,2,920,2,4,13,1,1,0,1,1,0,0,0,Financial District,Manhattan
1976,774,4995,2,2,1181,2,15,34,1,0,0,0,1,1,0,0,Financial District,Manhattan
1977,3982,11750,2,2,1621,1,7,9,0,1,1,1,0,1,0,0,Upper East Side,Manhattan
1978,7505,2269,1,1,775,6,4,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1979,4704,3675,1,1,850,4,4,76,0,1,1,1,0,1,0,1,East Village,Manhattan
1980,7960,4900,1,1,870,2,9,11,0,1,1,0,0,1,0,0,Midtown,Manhattan
1981,6198,2695,1,1,550,2,2,116,0,0,0,0,0,0,0,0,East Village,Manhattan
1982,1430,4600,2,2,1012,12,29,32,0,0,0,1,1,0,0,0,Midtown East,Manhattan
1983,1157,4600,1,1,832,2,38,8,0,0,1,0,1,1,0,0,Financial District,Manhattan
1984,1410,4000,1,1,450,3,7,52,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1985,8043,1700,0,1,450,3,5,86,0,0,0,1,1,1,0,0,Midtown West,Manhattan
1986,2754,3200,2,1,875,6,14,57,0,1,0,1,1,0,0,1,Midtown East,Manhattan
1987,4652,3800,1,1,768,10,39,27,0,1,1,1,1,1,0,1,Midtown East,Manhattan
1988,9276,3800,0,1,525,4,17,24,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
1989,2071,7995,2,2,1286,5,4,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1990,5591,3500,1,1,670,3,2,106,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1991,424,12495,3,3,2084,2,11,85,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1992,8884,8800,2,2,1265,6,21,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
1993,8254,2995,1,1,800,3,2,35,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
1994,6630,5850,2,2,887,2,3,0,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1995,10553,3500,2,1,1000,4,6,66,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1996,1354,9500,2,2,1305,8,10,10,1,0,0,1,1,0,0,1,Chelsea,Manhattan
1997,8188,11225,3.5,3,3500,2,12,111,1,0,0,0,0,0,0,0,Midtown,Manhattan
1998,259,5950,2,2,1240,2,8,75,0,0,0,0,0,0,0,0,Central Park South,Manhattan
1999,5229,4072,1,1,616,2,35,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2000,11001,3295,1,1,578,2,15,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2001,3761,2950,0,1,525,2,10,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
2002,4591,7500,2,2,1454,7,8,16,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2003,7171,4955,2,2,984,6,3,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2004,2573,4135,1,1,657,1,12,29,1,0,0,1,1,1,0,0,Chelsea,Manhattan
2005,6376,2995,3,1,980,7,6,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2006,1314,4000,1,1,850,2,17,27,1,0,0,0,0,0,0,0,Midtown,Manhattan
2007,1675,2000,0,1,350,6,4,87,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2008,59,7145,1,2,1321,3,5,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2009,4561,3900,0,1,550,3,5,11,0,0,0,0,0,0,0,0,Flatiron,Manhattan
2010,9678,5714,2,2,1085,13,10,1,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2011,5144,3190,1,1,600,6,4,106,0,0,0,0,0,0,0,0,East Village,Manhattan
2012,10052,1600,1,1,400,3,4,116,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2013,8614,3530,1,1,692,10,3,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2014,4567,3600,2,1,900,1,5,87,0,0,0,0,0,0,0,0,Financial District,Manhattan
2015,2219,3095,1,1,700,10,4,116,0,1,0,1,0,0,0,0,Upper East Side,Manhattan
2016,7781,2600,0.5,1,600,3,3,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2017,11304,3000,0,1,530,1,7,90,0,1,0,1,1,0,1,0,Chelsea,Manhattan
2018,1647,5495,2,2,1180,5,10,86,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2019,7734,4325,1,1,600,2,21,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2020,5159,2450,2,1,749,5,7,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2021,2611,2400,0,1,550,4,2,74,1,1,1,1,1,1,0,1,Midtown East,Manhattan
2022,7955,7295,4,2,1300,3,4,146,0,0,0,0,0,0,0,0,Soho,Manhattan
2023,3210,3895,1,1,570,2,4,29,1,0,0,1,1,0,0,1,Upper East Side,Manhattan
2024,4612,3700,1,1,766,4,7,87,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
2025,8625,5675,1,1,712,8,11,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2026,9766,3450,1,1,536,1,19,29,0,0,1,1,0,1,0,0,Midtown West,Manhattan
2027,4440,2550,0,1,414,4,8,116,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
2028,3513,8000,2,2,972,3,3,8,0,0,0,1,1,0,0,0,Chelsea,Manhattan
2029,11134,7100,2,2,1400,4,3,91,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2030,1086,3635,1,1,680,1,22,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2031,93,12500,2,2,1510,4,34,33,0,1,0,1,0,1,0,0,Midtown,Manhattan
2032,3616,14000,3,3,1934,12,21,11,0,1,0,0,0,0,0,0,Upper East Side,Manhattan
2033,2348,8200,2,1,1410,43,20,8,0,1,0,1,1,0,0,0,Upper West Side,Manhattan
2034,1993,10500,2,2,1228,3,4,56,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2035,7444,3625,0,1,550,7,6,14,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2036,9148,5000,1,1,820,9,7,86,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
2037,3464,3975,1,1,775,6,3,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2038,10784,5400,2,1,1074,7,15,34,0,1,1,1,1,1,0,1,Midtown East,Manhattan
2039,6007,2095,0,1,475,5,3,111,0,0,0,0,0,0,0,0,East Village,Manhattan
2040,9640,4700,2,2,1000,4,5,89,0,0,1,0,1,1,0,0,Upper West Side,Manhattan
2041,348,3786,1,1,833,3,7,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
2042,665,7500,2,2,1214,3,15,88,0,0,0,1,0,1,0,0,Upper East Side,Manhattan
2043,7048,4000,1,1,750,7,3,116,0,0,0,0,0,0,0,0,East Village,Manhattan
2044,2924,3850,1,1,800,9,16,86,0,0,1,0,0,1,1,0,Gramercy Park,Manhattan
2045,6448,3785,1,1,550,2,22,35,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2046,7159,3100,1,1,629,8,24,18,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2047,638,6150,2,2,1368,7,6,53,0,0,1,0,0,0,1,0,Upper East Side,Manhattan
2048,2632,7500,2,2,1168,7,40,6,0,1,1,1,1,1,0,1,Midtown South,Manhattan
2049,1612,2255,0,1,408,2,12,99,1,1,1,1,1,0,0,1,Upper West Side,Manhattan
2050,10662,3000,2,1,500,5,4,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2051,6670,3570,1,1,660,1,6,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2052,6751,3425,1,1,800,3,5,89,0,1,1,1,1,1,0,1,Upper West Side,Manhattan
2053,278,3600,1,1,549,3,4,96,0,0,0,0,0,1,0,0,East Village,Manhattan
2054,1706,7800,2,2,1438,2,9,20,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
2055,2892,4425,1,1,776,4,14,19,1,1,0,1,1,1,0,1,Upper East Side,Manhattan
2056,11327,2500,0,1,418,2,13,112,0,1,0,1,1,0,0,1,Financial District,Manhattan
2057,2429,5600,1,1,793,2,21,10,0,0,1,0,1,0,0,0,Chelsea,Manhattan
2058,4628,5330,1,1,729,2,29,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2059,4331,1750,1,1,550,5,3,106,0,0,0,0,0,0,0,0,East Harlem,Manhattan
2060,1214,4995,1,1,815,3,7,8,0,0,0,1,1,0,0,0,Greenwich Village,Manhattan
2061,8899,10750,2,2,1358,6,23,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2062,6734,3600,1,1,610,2,26,29,0,0,1,1,0,0,0,0,Battery Park City,Manhattan
2063,8929,3200,2,1,1000,3,6,77,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2064,2268,4270,1,1,657,4,18,19,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2065,2505,2500,1,1,550,1,3,106,0,0,0,0,0,0,0,0,Flatiron,Manhattan
2066,8931,3900,1,1,721,3,19,15,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2067,5532,2764,0,1,473,4,6,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
2068,7934,3100,1,1,764,0,4,87,0,1,1,0,1,1,0,1,Financial District,Manhattan
2069,2145,7000,1,2,1224,1,35,41,0,1,0,1,1,0,0,1,Midtown,Manhattan
2070,2748,6200,1,1,689,8,18,10,0,1,0,1,1,0,0,1,Chelsea,Manhattan
2071,6474,2500,1,1,600,2,10,53,0,0,0,1,0,0,1,0,Midtown,Manhattan
2072,22,10000,1,2,1300,2,18,86,0,0,0,0,0,0,0,0,Central Park South,Manhattan
2073,5096,1500,0,1,400,3,1,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2074,7396,2650,0,1,439,1,23,104,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2075,2643,7095,3,3,1500,5,18,26,0,0,1,0,0,1,0,0,Midtown East,Manhattan
2076,7979,3950,1,1,525,2,22,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2077,1591,4500,1,1,885,9,12,15,0,0,0,1,1,0,0,0,Midtown East,Manhattan
2078,9763,6750,2,2,1255,2,33,26,0,0,0,1,0,0,0,0,Midtown East,Manhattan
2079,901,4250,3,2,800,13,46,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2080,10480,2395,0,1,525,3,5,66,0,0,1,0,0,0,0,0,East Village,Manhattan
2081,2525,3525,0,1,448,2,30,6,1,0,0,0,1,0,0,0,Financial District,Manhattan
2082,10503,2700,0,1,408,6,10,14,1,0,0,0,1,0,0,0,Midtown West,Manhattan
